id,SurveyId,HAEntityId,NPI_Number,ServiceType
78915,56114,858223,1841306677,Hospital
78916,56115,858228,1750482022,Hospital
78917,56115,858228,1992810667,Hospital
78918,56115,858229,1881780302,Hospital
78921,56117,858303,1609984889,Hospital
78922,56117,858303,1649490871,Hospital
78923,56117,858303,1972609105,Hospital
78924,56117,858303,1639133861,Hospital
78925,56117,858304,1336294719,Hospital
78926,56118,858345,1285621623,Hospital
78927,56118,858345,1457433435,Hospital
78928,56119,858362,1720245640,Hospital
78929,56119,858362,1700023918,Hospital
78930,56119,858362,1821168535,Hospital
78931,56119,858362,1124078696,Hospital
78932,56120,858376,1952311243,Hospital
78933,56120,858376,1700919768,Hospital
78934,56120,858377,1326027723,Hospital
78935,56120,858378,1295755676,Hospital
78936,56121,858390,1982710703,Hospital
78937,56122,858399,1255328449,Hospital
78938,56123,858415,1013912633,Hospital
78939,56123,858415,1790832939,Hospital
78940,56123,858415,1285843334,Hospital
78941,56123,858415,1962554493,Hospital
78942,56124,858439,1053388256,Hospital
78943,56124,858439,1881683324,Hospital
78944,56125,858445,1518924109,Hospital
78945,56126,858451,1811979610,Hospital
78946,56127,858455,1164613774,Hospital
78947,56127,858455,1437233236,Hospital
78948,56127,858455,1508056409,Hospital
78949,56127,858455,1528142320,Hospital
78950,56127,858455,1790976306,Hospital
78951,56127,858455,1891879680,Hospital
78952,56128,858462,1811991227,Hospital
78953,56129,858491,1003898313,Hospital
78954,56129,858491,1790966638,Hospital
78955,56129,858491,1558392092,Hospital
78956,56130,858500,1134158900,Hospital
78957,56131,858503,1215998323,Hospital
78958,56131,858503,1407019185,Hospital
78959,56131,858503,1659582765,Hospital
78960,56132,858506,1811036726,Hospital
78961,56132,858506,1457488595,Hospital
78962,56133,858520,1669488250,Hospital
78963,56134,858522,1063468072,Hospital
78964,56134,858522,1720282023,Hospital
78965,56134,858522,1730373598,Hospital
78966,56134,858523,1942393236,Hospital
78967,56134,858523,1023055191,Hospital
78968,56134,858523,1750577284,Hospital
78969,56135,858555,1720029333,Hospital
78970,56135,858555,1932342110,Hospital
78972,56137,858595,1932143989,Hospital
78973,56138,858598,1194901017,Hospital
78974,56138,858598,1619064193,Hospital
78975,56138,858598,1891862702,Hospital
78976,56139,858611,1538164090,Hospital
78977,56140,858649,1306872023,Hospital
78978,56140,858649,1649259656,Hospital
78979,56140,858649,1578906673,Hospital
78980,56140,858649,1629369681,Hospital
78919,56140,858280,1881697043,Hospital
78920,56140,858281,1568401206,Hospital
78981,56141,858677,1538169198,Hospital
78982,56141,858677,1083720734,Hospital
78983,56142,858682,1578595302,Hospital
78984,56142,858682,1699714717,Hospital
78985,56142,858682,1801977103,Hospital
78986,56142,858682,1619109535,Hospital
78987,56143,858707,1073524690,Hospital
78988,56143,858707,1639283971,Hospital
78989,56144,858711,1497907786,Hospital
78990,56144,858711,1720191653,Hospital
78991,56144,858711,1366759110,Hospital
78992,56144,858711,1245346105,Hospital
78993,56144,858711,1689780850,Hospital
78994,56144,858711,1417245556,Hospital
78995,56144,858711,1568619849,Hospital
78996,56144,858711,1629234042,Hospital
78997,56144,858711,1508956509,Hospital
78998,56144,858713,1821185364,Hospital
78999,56144,858713,1841387388,Hospital
79000,56144,858713,1598756686,Hospital
79001,56145,858746,1518074541,Hospital
79002,56145,858746,1851378137,Hospital
79003,56146,858761,1346274537,Hospital
79004,56146,858761,1245475144,Hospital
79005,56147,858768,1003965336,Hospital
79006,56147,858768,1013066349,Hospital
79007,56147,858768,1114076445,Hospital
79008,56147,858768,1144378621,Hospital
79009,56147,858768,1467501791,Hospital
79010,56147,858768,1851440184,Hospital
79011,56148,858770,1134191653,Hospital
79012,56148,858770,1417905845,Hospital
79013,56149,858774,1528062569,Hospital
79014,56150,858781,1417939729,Hospital
79015,56151,858786,1043397177,Hospital
79018,56153,858830,1306876065,Hospital
79019,56154,858863,1417991159,Hospital
79020,56155,858868,1437177664,Hospital
79021,56155,858868,1518099779,Hospital
79022,56156,858911,1639172372,Hospital
79023,56156,858911,1285839423,Hospital
79024,56156,858911,1891940326,Hospital
79025,56156,858911,1073718219,Hospital
79026,56156,858911,1902001142,Hospital
79027,56156,858911,1023295037,Hospital
79028,56156,858911,1063617280,Hospital
79029,56156,858911,1093910234,Hospital
79030,56156,858912,1942269725,Hospital
79031,56157,858935,1750365375,Hospital
79032,56158,858940,1548357973,Hospital
79033,56158,858940,1942352273,Hospital
79034,56158,858940,1881781342,Hospital
79035,56159,858976,1538208210,Hospital
79036,56159,858976,1619144870,Hospital
79037,56159,858976,1184891343,Hospital
79038,56160,859014,1477585958,Hospital
79039,56161,859018,1720084999,Hospital
79040,56161,859018,1689784506,Hospital
79041,56162,859025,1235214420,Hospital
79042,56162,859025,1194702977,Hospital
79043,56163,859029,1801990825,Hospital
79044,56163,859030,1174523948,Hospital
79045,56163,859031,1639351935,Hospital
79046,56163,859031,1811006661,Hospital
79047,56164,859066,1225287527,Hospital
79048,56164,859066,1255593414,Hospital
79049,56164,859066,1306992151,Hospital
79050,56164,859066,1083939003,Hospital
79051,56164,859067,1356496582,Hospital
79052,56164,859068,1033107214,Hospital
79053,56164,859069,1851686059,Hospital
79063,56166,859147,1275596777,Hospital
79064,56166,859147,1639135221,Hospital
79065,56167,859151,1770581894,Hospital
79066,56167,859152,1023083060,Hospital
79067,56168,859164,1760496376,Hospital
79068,56168,859164,1730197765,Hospital
79069,56169,859172,1093935009,Hospital
79070,56169,859172,1184844185,Hospital
79071,56169,859172,1598725228,Hospital
79072,56169,859172,1740400746,Hospital
79073,56169,859172,1851420061,Hospital
79074,56169,859172,1871622068,Hospital
79075,56169,859172,1902026917,Hospital
79076,56169,859172,1972632164,Hospital
79077,56169,859172,1841329059,Hospital
79078,56169,859172,1093878209,Hospital
79079,56170,859177,1467446195,Hospital
79080,56171,859190,1396730164,Hospital
79081,56172,859196,1891826285,Hospital
79082,56172,859196,1356304547,Hospital
79083,56172,859196,1285025825,Hospital
79084,56173,859198,1366476079,Hospital
79085,56173,859198,1699921395,Hospital
79086,56174,859206,1073597126,Hospital
79087,56174,859206,1225169014,Hospital
79088,56174,859206,1316078108,Hospital
79089,56174,859206,1407987290,Hospital
79090,56175,859213,1477554475,Hospital
79091,56175,859213,1174605695,Hospital
79092,56176,859217,1538232244,Hospital
79093,56176,859217,1982779641,Hospital
79094,56177,859220,1619090404,Hospital
79095,56177,859220,1720039605,Hospital
79096,56178,859228,1184659153,Hospital
79097,56178,859228,1932139359,Hospital
79098,56178,859228,1386679793,Hospital
79099,56179,859233,1629003470,Hospital
79100,56179,859233,1972781698,Hospital
79101,56180,859246,1720163025,Hospital
79102,56180,859246,1215003041,Hospital
79103,56180,859246,1316013139,Hospital
79104,56180,859246,1467539031,Hospital
79105,56180,859246,1750457586,Hospital
79106,56181,859252,1538143896,Hospital
79107,56182,859261,1366442295,Hospital
79108,56182,859261,1780684548,Hospital
79109,56182,859261,1801818661,Hospital
79110,56183,859264,1841282852,Hospital
79111,56183,859264,1376664193,Hospital
79112,56184,859269,1528041183,Hospital
79113,56185,859273,1538218680,Hospital
79114,56186,859279,1598746703,Hospital
79115,56187,859283,1730178864,Hospital
79116,56187,859283,1487807657,Hospital
79117,56188,859290,1467455154,Hospital
79118,56188,859290,1679730667,Hospital
79119,56188,859290,1669541850,Hospital
79120,56188,859290,1578632766,Hospital
79121,56189,859298,1669403846,Hospital
79123,56191,859307,1487745501,Hospital
79124,56192,859317,1255429957,Hospital
79125,56192,859317,1982792685,Hospital
79126,56192,859317,1154321685,Hospital
79127,56192,859317,1073601779,Hospital
79128,56193,859320,1073691531,Hospital
79129,56193,859320,1689696148,Hospital
79130,56194,859339,1063430346,Hospital
79131,56195,859345,1003895947,Hospital
79132,56195,859345,1588778518,Hospital
79133,56196,859378,1356341499,Hospital
79134,56197,859381,1336145168,Hospital
79135,56197,859381,1538296207,Hospital
79136,56198,859393,1083654883,Hospital
79137,56199,859400,1003071812,Hospital
79138,56199,859400,1861431751,Hospital
79139,56200,859435,1619182003,Hospital
79140,56200,859435,1750371522,Hospital
79141,56200,859435,1750416715,Hospital
79142,56201,859462,1770662512,Hospital
79143,56202,859467,1770511297,Hospital
79144,56203,859471,1811034291,Hospital
79145,56204,859476,1235178849,Hospital
79146,56204,859476,1699734665,Hospital
79147,56204,859477,1568435477,Hospital
79148,56204,859477,1336113984,Hospital
79149,56204,859477,1649500752,Hospital
79150,56204,859477,1700154325,Hospital
79151,56205,859528,1346202512,Hospital
79152,56205,859528,1356675003,Hospital
79153,56205,859528,1972689172,Hospital
79154,56206,859563,1326087966,Hospital
79155,56208,859580,1720018971,Hospital
79156,56208,859581,1215960901,Hospital
79157,56208,859582,1902839673,Hospital
79158,56209,859607,1912099094,Hospital
79159,56210,859626,1295904951,Hospital
79160,56210,859626,1609857432,Hospital
79161,56211,859638,1497750244,Hospital
79162,56212,859647,1598798597,Hospital
79163,56213,859667,1043262488,Hospital
79164,56214,859682,1164547303,Hospital
79165,56214,859682,1962422733,Hospital
79166,56214,859683,1639150477,Hospital
79167,56215,859703,1326085408,Hospital
79168,56216,859708,1770575003,Hospital
79169,56216,859708,1912021684,Hospital
79170,56217,859714,1356366314,Hospital
79171,56218,859778,1740287531,Hospital
79172,56219,859788,1003814971,Hospital
79173,56220,859798,1992753222,Hospital
79174,56220,859798,1184619082,Hospital
79175,56220,859798,1477799518,Hospital
79176,56221,859855,1992707228,Hospital
79177,56221,859855,1992765663,Hospital
79178,56221,859855,1013977784,Hospital
79179,56222,859883,1114974813,Hospital
79180,56222,859884,1467492421,Hospital
79181,56222,859885,1154365062,Hospital
79182,56222,859886,1740221795,Hospital
79183,56222,859887,1801845763,Hospital
79184,56223,860022,1639101199,Hospital
79185,56223,860022,1528233574,Hospital
79186,56223,860023,1962475467,Hospital
79187,56224,860053,1528067113,Hospital
79188,56224,860053,1952557399,Hospital
79189,56225,860061,1902846546,Hospital
79190,56225,860061,1700097615,Hospital
79191,56226,860067,1558499483,Hospital
79192,56227,860070,1366609489,Hospital
79193,56227,860070,1760568752,Hospital
79194,56228,860083,1154403657,Hospital
79195,56228,860083,1841376183,Hospital
79196,56229,860085,1295708683,Hospital
79197,56229,860085,1508939513,Hospital
79198,56229,860085,1982938619,Hospital
79199,56230,860087,1033283015,Hospital
79200,56230,860087,1124192109,Hospital
79201,56230,860087,1225100704,Hospital
79202,56230,860087,1225102205,Hospital
79203,56230,860087,1407920481,Hospital
79204,56230,860087,1487729547,Hospital
79205,56230,860087,1508920596,Hospital
79206,56230,860087,1851465835,Hospital
79207,56230,860087,1861566846,Hospital
79208,56230,860087,1942374921,Hospital
79209,56230,860087,1952475923,Hospital
79210,56231,860089,1619922051,Hospital
79211,56231,860089,1740339084,Hospital
79212,56231,860089,1699722116,Hospital
79213,56232,860098,1356492953,Hospital
79214,56233,860114,1538125570,Hospital
79215,56233,860114,1942279500,Hospital
79216,56234,860119,1336196039,Hospital
79217,56235,860124,1457379448,Hospital
79218,56235,860124,1174696975,Hospital
79219,56235,860124,1699954420,Hospital
79220,56235,860124,1952480030,Hospital
79221,56236,860136,1053481630,Hospital
79222,56236,860136,1598821910,Hospital
79223,56236,860136,1669539623,Hospital
79224,56237,860148,1629070149,Hospital
79225,56237,860148,1750374658,Hospital
79240,56239,860172,1710139688,Hospital
79241,56239,860172,1992799050,Hospital
79242,56240,860185,1144237272,Hospital
79243,56240,860185,1568594877,Hospital
79244,56240,860185,1033247622,Hospital
79245,56240,860185,1073645388,Hospital
79246,56240,860185,1407069537,Hospital
79247,56241,860193,1992779482,Hospital
79248,56242,860203,1649241571,Hospital
79249,56243,860217,1568417004,Hospital
79250,56244,860219,1093763781,Hospital
79251,56245,860231,1679553531,Hospital
79252,56246,860236,1992798409,Hospital
79253,56246,860236,1659476455,Hospital
79254,56246,860236,1609925023,Hospital
79255,56247,860272,1437135902,Hospital
79256,56247,860272,1558436634,Hospital
79257,56247,860272,1649276338,Hospital
79258,56247,860272,1407081086,Hospital
79259,56248,860283,1699709576,Hospital
79260,56248,860283,1730217613,Hospital
79261,56249,860300,1013092691,Hospital
79262,56249,860300,1013125616,Hospital
79263,56249,860300,1073518007,Hospital
