id,SurveyId,HAEntityId,NPI_Number,ServiceType
79867,56481,865026,1215370457,Hospital
79868,56481,865027,1710320619,Hospital
79869,56481,865027,1649563891,Hospital
79870,56481,865028,1831123819,Hospital
79871,56481,865028,1811330509,Hospital
79872,56481,865029,1194759183,Hospital
79873,56481,865030,1700229671,Hospital
79874,56481,865030,1821148131,Hospital
79875,56482,865035,1639273337,Hospital
79876,56482,865035,1487831913,Hospital
79877,56482,865035,1174797435,Hospital
79878,56482,865035,1093871329,Hospital
79879,56483,865038,1548254931,Hospital
79880,56484,865052,1629024914,Hospital
79881,56484,865052,1902048010,Hospital
79882,56485,865059,1588870737,Hospital
79883,56485,865059,1851551733,Hospital
79884,56485,865059,1700828852,Hospital
79885,56486,865091,1801861190,Hospital
79886,56487,865101,1457351389,Hospital
79887,56488,865115,1467440743,Hospital
79888,56489,865117,1699874248,Hospital
79889,56489,865117,1891810206,Hospital
79890,56489,865117,1689753733,Hospital
79891,56489,865117,1235214834,Hospital
79892,56489,865118,1821186313,Hospital
79893,56490,865185,1184628919,Hospital
79894,56491,865192,1275745127,Hospital
79895,56491,865192,1912919481,Hospital
79896,56492,865234,1821159195,Hospital
79897,56492,865234,1386852416,Hospital
79898,56492,865234,1225248644,Hospital
79899,56493,865251,1700824398,Hospital
79900,56493,865252,1144266115,Hospital
79901,56494,865291,1518114289,Hospital
79902,56494,865291,1093894131,Hospital
79903,56494,865291,1356664023,Hospital
79904,56494,865291,1134152986,Hospital
79905,56495,865358,1710065933,Hospital
79906,56495,865358,1629126925,Hospital
79907,56495,865358,1669617197,Hospital
79908,56495,865358,1083999767,Hospital
79909,56496,865382,1396882205,Hospital
79910,56496,865382,1558408633,Hospital
79911,56496,865383,1164609319,Hospital
79912,56496,865383,1255577466,Hospital
79913,56497,865420,1063400539,Hospital
79914,56498,865428,1174708424,Hospital
79915,56498,865428,1639355456,Hospital
79916,56498,865428,1932138161,Hospital
79917,56499,865436,1811945215,Hospital
79918,56499,865437,1407995186,Hospital
79919,56499,865437,1033217708,Hospital
79920,56499,865437,1235237900,Hospital
79921,56499,865437,1154435824,Hospital
79922,56500,865441,1013918960,Hospital
79923,56501,865498,1699790485,Hospital
79924,56501,865499,1609807122,Hospital
79925,56501,865500,1982800397,Hospital
79926,56501,865501,1013997774,Hospital
79927,56501,865501,1194851162,Hospital
79928,56501,865501,1295861268,Hospital
79929,56501,865501,1568598530,Hospital
79930,56501,865501,1922134998,Hospital
79931,56501,865501,1588872584,Hospital
79932,56502,865542,1497726343,Hospital
79933,56503,865552,1831269539,Hospital
79934,56504,865570,1114924958,Hospital
79935,56504,865570,1598099699,Hospital
79936,56505,865579,1770690695,Hospital
79937,56505,865580,1528169125,Hospital
79938,56505,865581,1417152745,Hospital
79939,56505,865582,1386608859,Hospital
79940,56505,865583,1811951429,Hospital
79941,56506,865677,1144236571,Hospital
79942,56506,865678,1306865357,Hospital
79943,56506,865679,1730193202,Hospital
79944,56506,865680,1639170699,Hospital
79945,56506,865681,1720373103,Hospital
79946,56506,865682,1467473579,Hospital
79947,56506,865683,1457372625,Hospital
79948,56506,865684,1215043112,Hospital
79949,56506,865684,1114931342,Hospital
79950,56506,865685,1205969458,Hospital
79951,56506,865685,1831103654,Hospital
79952,56506,865685,1851684328,Hospital
79953,56507,865744,1629077227,Hospital
79954,56507,865744,1750459756,Hospital
79955,56507,865744,1730357922,Hospital
79956,56508,865747,1942361308,Hospital
79957,56509,865769,1619973542,Hospital
79958,56510,865798,1902800535,Hospital
79959,56510,865798,1982789582,Hospital
79960,56511,865815,1700015039,Hospital
79961,56511,865816,1609817220,Hospital
79962,56511,865817,1184670549,Hospital
79963,56511,865817,1679734677,Hospital
79964,56511,865818,1396790069,Hospital
79965,56512,865936,1710914734,Hospital
79966,56512,865936,1699946251,Hospital
79967,56512,865936,1396770004,Hospital
79968,56513,865943,1801885413,Hospital
79969,56514,865954,1528195872,Hospital
79970,56514,865954,1437156247,Hospital
79971,56515,865962,1164580700,Hospital
80008,56517,866239,1538108725,Hospital
80009,56517,866239,1407801194,Hospital
80010,56518,866248,1265484893,Hospital
80011,56519,866254,1285832634,Hospital
80012,56519,866254,1467442749,Hospital
80013,56520,866381,1982600920,Hospital
80014,56520,866381,1952308173,Hospital
80015,56520,866381,1326044140,Hospital
80016,56520,866381,1396705067,Hospital
80017,56520,866381,1346247764,Hospital
80018,56520,866381,1093711608,Hospital
80019,56520,866381,1245236850,Hospital
80020,56521,866390,1760419527,Hospital
80021,56522,866405,1629020177,Hospital
80022,56523,866410,1962626770,Hospital
80023,56523,866410,1194724658,Hospital
80024,56523,866410,1982801031,Hospital
80025,56523,866410,1699965103,Hospital
80026,56524,866416,1912079039,Hospital
80027,56524,866416,1427376136,Hospital
80028,56525,866422,1306845557,Hospital
80029,56526,866444,1205056371,Hospital
80030,56526,866444,1649243478,Hospital
80031,56527,866471,1003818006,Hospital
80032,56527,866471,1033226022,Hospital
80033,56528,866478,1821055989,Hospital
80034,56529,866482,1871540237,Hospital
80037,56530,866506,1790809440,Hospital
80038,56530,866506,1558391250,Hospital
80035,56531,866494,1356344915,Hospital
80036,56531,866495,1154386431,Hospital
80039,56532,866511,1548212988,Hospital
80040,56533,866529,1780635078,Hospital
80041,56533,866530,1346291648,Hospital
80042,56534,866569,1376686600,Hospital
80043,56534,866570,1144207937,Hospital
80044,56534,866570,1467595793,Hospital
80045,56535,866630,1053391359,Hospital
80046,56535,866630,1861569253,Hospital
80047,56536,866638,1861409773,Hospital
80048,56536,866638,1871594127,Hospital
80049,56537,866642,1427114099,Hospital
80050,56537,866642,1427204734,Hospital
80051,56537,866642,1689710691,Hospital
80052,56537,866643,1366492977,Hospital
80053,56537,866644,1699911701,Hospital
80054,56537,866644,1205896446,Hospital
80055,56537,866644,1932345147,Hospital
80056,56537,866644,1013120153,Hospital
80057,56537,866644,1184824815,Hospital
80058,56537,866645,1578597993,Hospital
80059,56537,866646,1144291899,Hospital
80060,56537,866647,1356599989,Hospital
80061,56537,866647,1790700904,Hospital
80062,56538,866716,1811994809,Hospital
80063,56538,866717,1790789212,Hospital
80064,56538,866718,1053384776,Hospital
80065,56538,866718,1427094523,Hospital
80066,56538,866719,1518902592,Hospital
80067,56538,866719,1740254143,Hospital
80068,56538,866720,1518969419,Hospital
80069,56539,866749,1114993086,Hospital
80070,56539,866750,1437319829,Hospital
80071,56539,866750,1972579837,Hospital
80072,56540,866823,1760480503,Hospital
80073,56541,866842,1750317970,Hospital
80074,56541,866842,1568479467,Hospital
80075,56541,866842,1275540171,Hospital
80076,56541,866842,1336154020,Hospital
80077,56541,866842,1336156363,Hospital
80078,56541,866842,1801803705,Hospital
80079,56541,866842,1538176433,Hospital
80080,56541,866842,1285642231,Hospital
80081,56541,866842,1649287541,Hospital
80082,56541,866842,1477560373,Hospital
80083,56541,866842,1639186539,Hospital
80084,56541,866842,1689735441,Hospital
80085,56541,866842,1023146750,Hospital
80086,56541,866842,1295863868,Hospital
80087,56541,866842,1619007374,Hospital
80088,56541,866842,1295973264,Hospital
80089,56541,866842,1447460977,Hospital
80090,56541,866842,1629269451,Hospital
80091,56541,866842,1942487160,Hospital
80092,56541,866842,1497932610,Hospital
80093,56541,866842,1245417468,Hospital
80094,56541,866843,1093728743,Hospital
80095,56541,866843,1174536833,Hospital
80096,56541,866843,1184753006,Hospital
80097,56541,866843,1184815912,Hospital
80098,56541,866843,1285647933,Hospital
80099,56541,866843,1376720599,Hospital
80100,56541,866843,1386655918,Hospital
80101,56541,866843,1396756938,Hospital
80102,56541,866843,1447263108,Hospital
80103,56541,866843,1467634311,Hospital
80104,56541,866843,1538172291,Hospital
80105,56541,866843,1598773715,Hospital
80106,56541,866843,1770594913,Hospital
80107,56541,866843,1790796944,Hospital
80108,56541,866843,1881803633,Hospital
80109,56541,866843,1144230277,Hospital
80110,56541,866843,1962568337,Hospital
80111,56541,866843,1285794461,Hospital
80112,56541,866843,1700916467,Hospital
80113,56541,866843,1699986331,Hospital
80114,56541,866843,1952311029,Hospital
80115,56541,866844,1023024353,Hospital
80116,56541,866844,1134143415,Hospital
80117,56541,866844,1134159320,Hospital
80118,56541,866844,1154343762,Hospital
80119,56541,866844,1235152380,Hospital
80120,56541,866844,1235290982,Hospital
80121,56541,866844,1285845982,Hospital
80122,56541,866844,1316969934,Hospital
80123,56541,866844,1326061474,Hospital
80124,56541,866844,1366450207,Hospital
80125,56541,866844,1366564429,Hospital
80126,56541,866844,1407878028,Hospital
80127,56541,866844,1417970567,Hospital
80128,56541,866844,1447311105,Hospital
80129,56541,866844,1508889650,Hospital
80130,56541,866844,1588786479,Hospital
80131,56541,866844,1598787111,Hospital
80132,56541,866844,1699798744,Hospital
80133,56541,866844,1750305785,Hospital
80134,56541,866844,1851307243,Hospital
80135,56541,866844,1871615765,Hospital
80136,56541,866844,1881617934,Hospital
80137,56541,866844,1972526028,Hospital
80138,56541,866845,1811919558,Hospital
80139,56541,866845,1477574838,Hospital
80140,56541,866845,1760404404,Hospital
80141,56541,866845,1336161074,Hospital
80142,56541,866845,1073536124,Hospital
80143,56541,866845,1679595318,Hospital
80144,56541,866845,1588686224,Hospital
80145,56541,866845,1487676128,Hospital
80146,56541,866845,1104848845,Hospital
80147,56541,866845,1013939750,Hospital
80148,56541,866845,1922020668,Hospital
80149,56541,866845,1407878150,Hospital
80150,56541,866845,1427070168,Hospital
80151,56541,866845,1376565309,Hospital
80152,56541,866845,1427071794,Hospital
80153,56541,866845,1497778401,Hospital
80154,56541,866845,1295757938,Hospital
80155,56541,866845,1225051592,Hospital
80156,56541,866845,1982627030,Hospital
80157,56541,866845,1689697963,Hospital
80158,56541,866845,1427119197,Hospital
80159,56541,866845,1225199987,Hospital
80160,56541,866845,1275661829,Hospital
80161,56541,866845,1740318310,Hospital
80162,56541,866845,1902936651,Hospital
80163,56541,866845,1104033307,Hospital
80164,56541,866845,1487865184,Hospital
80165,56542,866872,1851549273,Hospital
80166,56542,866872,1972746485,Hospital
80167,56542,866873,1033154026,Hospital
80168,56542,866873,1972826246,Hospital
80169,56542,866874,1558355487,Hospital
80176,56544,867079,1760526834,Hospital
80177,56544,867079,1669475950,Hospital
80178,56545,867125,1821015462,Hospital
80179,56545,867126,1689691214,Hospital
80180,56545,867127,1144255159,Hospital
80181,56546,867212,1295731123,Hospital
80182,56546,867213,1083605661,Hospital
80183,56546,867214,1306930318,Hospital
80184,56546,867214,1972835957,Hospital
80185,56547,867286,1851370910,Hospital
80186,56547,867287,1851440606,Hospital
80187,56547,867287,1063489342,Hospital
80188,56547,867288,1134278989,Hospital
80189,56547,867288,1497804249,Hospital
80190,56547,867288,1245207521,Hospital
80191,56547,867289,1356333579,Hospital
80192,56547,867289,1003951195,Hospital
80193,56547,867290,1104875103,Hospital
80194,56547,867290,1457585119,Hospital
80479,56547,869064,1689714255,Hospital
80195,56548,867418,1235129214,Hospital
80196,56549,867429,1982664124,Hospital
80197,56550,867468,1124166434,Hospital
80198,56550,867468,1508938044,Hospital
80199,56550,867469,1447268495,Hospital
80200,56550,867469,1831107895,Hospital
80201,56550,867470,1003824061,Hospital
80202,56550,867471,1992727663,Hospital
80203,56550,867472,1295743169,Hospital
80204,56550,867472,1215945480,Hospital
80205,56550,867473,1992959381,Hospital
80206,56550,867473,1487663506,Hospital
80207,56550,867474,1265440150,Hospital
80208,56550,867474,1639186760,Hospital
80209,56550,867475,1932117173,Hospital
80210,56550,867476,1548278476,Hospital
80211,56550,867477,1073729596,Hospital
80212,56550,867477,1114063492,Hospital
80213,56550,867477,1568589125,Hospital
80214,56550,867477,1730206665,Hospital
80215,56550,867477,1881886950,Hospital
80216,56550,867477,1942497383,Hospital
80217,56550,867477,1649299827,Hospital
80218,56550,867478,1144238908,Hospital
80219,56550,867478,1235148271,Hospital
80220,56550,867479,1184729907,Hospital
80221,56550,867479,1902817844,Hospital
80222,56551,867525,1215917224,Hospital
80223,56552,867527,1174597892,Hospital
80224,56552,867527,1508993239,Hospital
80225,56553,867562,1558579557,Hospital
80226,56553,867562,1598768780,Hospital
80227,56554,867573,1700870672,Hospital
80228,56554,867574,1528052578,Hospital
80229,56554,867575,1942294814,Hospital
80230,56554,867575,1780868075,Hospital
80231,56554,867576,1609860659,Hospital
80232,56554,867577,1396739165,Hospital
80233,56554,867578,1346457959,Hospital
80234,56554,867578,1518957174,Hospital
80235,56554,867578,1700036696,Hospital
80236,56554,867578,1922215532,Hospital
80237,56554,867579,1912997024,Hospital
80238,56554,867580,1871596403,Hospital
80239,56554,867581,1942205166,Hospital
80240,56555,867654,1053440701,Hospital
80241,56555,867654,1164589305,Hospital
80242,56555,867654,1730186206,Hospital
80243,56555,867654,1942397393,Hospital
80244,56555,867654,1447317896,Hospital
80245,56556,867687,1457448755,Hospital
80246,56556,867688,1336470558,Hospital
80247,56556,867689,1427147883,Hospital
80248,56557,867731,1609831247,Hospital
80249,56557,867731,1982027819,Hospital
80250,56558,867751,1104881507,Hospital
80251,56559,867780,1790896710,Hospital
80252,56559,867780,1669577094,Hospital
80253,56559,867780,1831293406,Hospital
80254,56560,867798,1700861580,Hospital
80255,56560,867799,1326002049,Hospital
80256,56560,867799,1356500995,Hospital
80257,56560,867799,1669639712,Hospital
80258,56560,867800,1053359729,Hospital
80259,56560,867800,1568557312,Hospital
80260,56560,867800,1790963346,Hospital
80261,56560,867800,1790969509,Hospital
80262,56560,867801,1649209230,Hospital
80269,56562,867952,1710931985,Hospital
80270,56563,867968,1629161781,Hospital
80271,56563,867969,1881793750,Hospital
80272,56563,867969,1841332764,Hospital
80273,56564,867994,1407805971,Hospital
80274,56564,867995,1669576385,Hospital
80275,56564,867995,1932211851,Hospital
80276,56564,867995,1992829725,Hospital
80277,56565,868013,1538156047,Hospital
80278,56565,868013,1205935012,Hospital
80279,56566,868033,1962435792,Hospital
80280,56566,868034,1891808499,Hospital
80281,56567,868047,1194751958,Hospital
80282,56568,868056,1699891465,Hospital
80283,56568,868056,1285676544,Hospital
80284,56568,868057,1063470953,Hospital
80285,56569,868089,1710139944,Hospital
80286,56569,868089,1811221245,Hospital
80287,56569,868089,1578899878,Hospital
80288,56569,868089,1801992631,Hospital
80289,56569,868090,1326201575,Hospital
80290,56569,868091,1023182102,Hospital
80291,56569,868091,1235233859,Hospital
80292,56569,868091,1538111653,Hospital
80293,56569,868091,1558436360,Hospital
80294,56569,868092,1790031797,Hospital
80295,56570,868330,1124265806,Hospital
80296,56570,868330,1750556445,Hospital
80297,56570,868330,1992974273,Hospital
80298,56570,868330,1316116163,Hospital
80299,56570,868330,1336245828,Hospital
80300,56571,868347,1033166442,Hospital
80301,56571,868348,1467450353,Hospital
80302,56571,868349,1427085232,Hospital
80303,56571,868350,1619928017,Hospital
80304,56571,868351,1457326241,Hospital
80305,56571,868351,1518008390,Hospital
80306,56571,868351,1396897203,Hospital
80307,56571,868352,1780880971,Hospital
80308,56571,868352,1326040684,Hospital
80309,56572,868407,1417990805,Hospital
80310,56573,868422,1689653487,Hospital
80311,56573,868423,1205991122,Hospital
80312,56573,868424,1154370153,Hospital
80313,56574,868475,1265536718,Hospital
80314,56574,868476,1861489437,Hospital
80315,56574,868477,1144223702,Hospital
80316,56574,868477,1487972493,Hospital
80317,56574,868477,1164740437,Hospital
80318,56574,868478,1386680593,Hospital
80319,56574,868478,1861568743,Hospital
80320,56575,868489,1376546440,Hospital
80321,56576,868508,1609897339,Hospital
80322,56576,868508,1043270424,Hospital
80323,56576,868509,1083617245,Hospital
80324,56576,868509,1255391611,Hospital
80325,56576,868509,1629003074,Hospital
80326,56576,868510,1497937213,Hospital
80327,56576,868510,1144518317,Hospital
80328,56576,868510,1407076631,Hospital
80329,56576,868510,1477861144,Hospital
80330,56576,868510,1780763284,Hospital
80331,56576,868510,1831278332,Hospital
80332,56576,868510,1962572396,Hospital
80333,56576,868511,1871665380,Hospital
80334,56576,868512,1851496152,Hospital
80335,56576,868513,1194004408,Hospital
80336,56576,868514,1396814083,Hospital
80337,56576,868514,1396927117,Hospital
80338,56576,868514,1467521146,Hospital
80339,56576,868514,1639428105,Hospital
80340,56576,868515,1386641207,Hospital
80341,56576,868515,1316909781,Hospital
80342,56576,868515,1346229697,Hospital
80343,56576,868515,1700112307,Hospital
80344,56576,868515,1770559015,Hospital
80345,56576,868516,1053481861,Hospital
80346,56576,868516,1598835308,Hospital
80347,56576,868517,1255664645,Hospital
80348,56576,868517,1508935891,Hospital
80349,56576,868517,1518181536,Hospital
80350,56576,868517,1699087601,Hospital
80351,56576,868518,1013107804,Hospital
80352,56576,868518,1154447563,Hospital
80353,56576,868518,1316062789,Hospital
80354,56576,868518,1366632150,Hospital
80355,56576,868518,1477743268,Hospital
80356,56576,868518,1659331866,Hospital
80357,56576,868518,1922298710,Hospital
80358,56576,868518,1952591844,Hospital
80359,56576,868519,1386786119,Hospital
80360,56576,868519,1518065523,Hospital
80361,56576,868520,1184621211,Hospital
80362,56576,868520,1386688240,Hospital
80363,56576,868521,1134123193,Hospital
80364,56576,868521,1710239009,Hospital
80365,56576,868522,1841334836,Hospital
80366,56576,868522,1952390122,Hospital
80367,56576,868523,1114025012,Hospital
80368,56576,868523,1366545311,Hospital
80369,56576,868523,1730288663,Hospital
80370,56576,868523,1831427558,Hospital
80371,56576,868524,1376577262,Hospital
80372,56576,868524,1033143920,Hospital
80373,56576,868524,1598797094,Hospital
80374,56576,868524,1194912956,Hospital
80375,56576,868524,1093902850,Hospital
80376,56576,868524,1487819009,Hospital
81245,56576,878466,1053362624,Hospital
81246,56576,878467,1346228541,Hospital
81247,56576,878468,1548248644,Hospital
80377,56577,868799,1700883196,Hospital
80378,56578,868815,1922103357,Hospital
80379,56578,868815,1558496976,Hospital
80380,56578,868815,1710158290,Hospital
80381,56578,868815,1215062633,Hospital
80382,56578,868815,1124153549,Hospital
80383,56578,868815,1184848780,Hospital
80384,56578,868815,1467587881,Hospital
80385,56578,868815,1376678797,Hospital
80386,56578,868815,1093793036,Hospital
80387,56578,868815,1134254519,Hospital
80390,56580,868838,1669513641,Hospital
80391,56580,868839,1871636522,Hospital
80392,56580,868840,1376748160,Hospital
80393,56580,868841,1942343447,Hospital
80394,56580,868841,1598188245,Hospital
80395,56580,868842,1528195724,Hospital
80396,56580,868842,1285078444,Hospital
80397,56580,868843,1992848857,Hospital
80398,56580,868844,1679617849,Hospital
80399,56580,868845,1982793139,Hospital
80400,56580,868846,1558404632,Hospital
80401,56580,868847,1013050954,Hospital
80402,56580,868848,1144266693,Hospital
80403,56580,868848,1508908591,Hospital
80404,56580,868849,1851435473,Hospital
80405,56580,868850,1255461075,Hospital
80406,56580,868851,1518000306,Hospital
80407,56580,868852,1316065360,Hospital
80408,56580,868852,1932448115,Hospital
80409,56580,868853,1326187097,Hospital
80410,56580,868854,1659590644,Hospital
80411,56580,868855,1376656538,Hospital
80412,56580,868857,1114053782,Hospital
80413,56581,868862,1679535496,Hospital
80414,56582,868873,1245248939,Hospital
80415,56582,868873,1316982424,Hospital
80416,56582,868873,1013948595,Hospital
80417,56582,868874,1932103413,Hospital
80418,56582,868874,1033186093,Hospital
80419,56582,868874,1417925181,Hospital
80420,56582,868874,1932243037,Hospital
80421,56582,868874,1164682340,Hospital
80422,56582,868874,1518126382,Hospital
80423,56582,868874,1447418348,Hospital
80424,56582,868874,1497992218,Hospital
80425,56582,868874,1386892297,Hospital
80426,56582,868874,1437391653,Hospital
80427,56582,868874,1508025305,Hospital
80428,56582,868874,1396951794,Hospital
80429,56582,868874,1699953091,Hospital
80430,56582,868874,1003063280,Hospital
80431,56582,868874,1033211446,Hospital
80432,56582,868874,1225295512,Hospital
80433,56582,868874,1679722300,Hospital
80434,56582,868874,1679711626,Hospital
80435,56582,868874,1275622276,Hospital
80436,56582,868874,1073621314,Hospital
80437,56582,868874,1619944683,Hospital
80438,56582,868874,1669440327,Hospital
80439,56582,868874,1063435709,Hospital
80440,56582,868874,1063520302,Hospital
80441,56582,868874,1740382159,Hospital
80442,56582,868874,1851493266,Hospital
80443,56582,868874,1033225982,Hospital
80444,56582,868874,1831297373,Hospital
80445,56582,868875,1164582110,Hospital
80446,56582,868875,1104982917,Hospital
80447,56582,868876,1871792101,Hospital
80448,56582,868876,1316265671,Hospital
80449,56582,868877,1245251222,Hospital
80450,56582,868878,1790947091,Hospital
80451,56582,868878,1881815934,Hospital
80452,56582,868878,1952561441,Hospital
80453,56582,868878,1992916878,Hospital
80454,56582,868878,1174689665,Hospital
80455,56582,868878,1528181187,Hospital
80456,56582,868878,1437372992,Hospital
80457,56582,868878,1881817583,Hospital
80458,56582,868878,1184809055,Hospital
80459,56582,868878,1942468855,Hospital
80460,56582,868878,1538314711,Hospital
80461,56582,868878,1588813646,Hospital
80462,56582,868879,1174768071,Hospital
82191,56582,885555,1922079094,Hospital
80463,56583,868959,1124076039,Hospital
80464,56583,868959,1922284561,Hospital
80465,56584,868990,1174727143,Hospital
80466,56584,868990,1154526366,Hospital
80467,56584,868990,1699979245,Hospital
80468,56584,868990,1205863255,Hospital
80469,56584,868990,1063616613,Hospital
80470,56585,868996,1255514030,Hospital
80471,56585,868996,1669673646,Hospital
80472,56585,868996,1922281708,Hospital
80473,56586,869001,1992968150,Hospital
80474,56586,869001,1831352087,Hospital
80475,56586,869001,1720085137,Hospital
80476,56587,869043,1194706655,Hospital
80485,56591,869124,1477643690,Hospital
80486,56592,869204,1356331425,Hospital
80487,56593,869223,1700998697,Hospital
80488,56594,869246,1588665566,Hospital
80489,56594,869247,1982600540,Hospital
83544,56594,892322,1083616213,Hospital
80490,56595,869291,1629078712,Hospital
80491,56595,869292,1265551212,Hospital
80492,56595,869292,1396858999,Hospital
80493,56595,869292,1538318357,Hospital
80494,56595,869292,1346499167,Hospital
80495,56595,869293,1457461477,Hospital
80496,56595,869294,1790789147,Hospital
80497,56595,869294,1588654479,Hospital
80498,56595,869294,1780674580,Hospital
80499,56595,869295,1104834977,Hospital
80500,56595,869295,1659388213,Hospital
80501,56595,869296,1376579557,Hospital
80502,56595,869297,1023057809,Hospital
80503,56595,869297,1023272853,Hospital
80504,56595,869298,1740249739,Hospital
80505,56596,869434,1598713745,Hospital
80506,56597,869454,1043270564,Hospital
80507,56597,869455,1114923406,Hospital
82013,56597,884583,1225031750,Hospital
82014,56597,884584,1316938459,Hospital
80508,56598,869494,1497861330,Hospital
80509,56598,869494,1174580831,Hospital
80510,56598,869494,1881700722,Hospital
80511,56598,869494,1558530956,Hospital
80512,56598,869494,1972619815,Hospital
80513,56598,869495,1003941105,Hospital
80514,56598,869495,1154329753,Hospital
80515,56598,869495,1255304721,Hospital
80516,56598,869495,1467677096,Hospital
80517,56598,869495,1558586180,Hospital
80518,56598,869495,1730304361,Hospital
80519,56598,869495,1831107853,Hospital
80520,56598,869495,1912122532,Hospital
80521,56598,869496,1518170729,Hospital
80522,56598,869496,1144292020,Hospital
80523,56598,869497,1124099098,Hospital
80524,56598,869497,1427181882,Hospital
80525,56598,869497,1306822200,Hospital
80526,56598,869497,1255317590,Hospital
80527,56599,869520,1619909173,Hospital
80528,56599,869520,1700896354,Hospital
80529,56600,869540,1265698948,Hospital
80530,56600,869540,1376544320,Hospital
80531,56601,869561,1740450998,Hospital
80532,56601,869561,1780692087,Hospital
80533,56602,869570,1124083894,Hospital
80534,56602,869570,1346543246,Hospital
80535,56602,869570,1700189602,Hospital
80536,56603,869578,1346371507,Hospital
80537,56603,869578,1730173154,Hospital
80538,56604,869600,1134172000,Hospital
80539,56605,869618,1225018351,Hospital
80540,56605,869618,1316927445,Hospital
80541,56605,869618,1386670164,Hospital
80542,56605,869618,1467432591,Hospital
80543,56605,869618,1518947647,Hospital
80544,56605,869618,1720067127,Hospital
80545,56605,869618,1811977945,Hospital
80546,56605,869618,1902886039,Hospital
80547,56606,869631,1699738088,Hospital
80548,56606,869631,1043332927,Hospital
80549,56606,869631,1629143037,Hospital
80550,56607,869641,1316925506,Hospital
80551,56607,869641,1245327873,Hospital
80552,56607,869641,1194812727,Hospital
80553,56607,869641,1275620809,Hospital
80554,56607,869641,1235328758,Hospital
80555,56607,869642,1891732889,Hospital
80556,56607,869642,1316984487,Hospital
80557,56608,869654,1780633289,Hospital
80558,56608,869654,1073637476,Hospital
80559,56609,869743,1598750721,Hospital
80560,56610,869756,1437234382,Hospital
80561,56610,869756,1871672618,Hospital
80562,56611,869776,1427041052,Hospital
80563,56611,869776,1275872772,Hospital
80564,56611,869777,1164471678,Hospital
80565,56611,869778,1043269798,Hospital
80566,56611,869779,1720045073,Hospital
80567,56611,869780,1407889991,Hospital
80568,56611,869780,1538321575,Hospital
80569,56611,869780,1740553932,Hospital
80570,56611,869781,1760440846,Hospital
80571,56611,869781,1205269941,Hospital
80572,56612,869858,1770679201,Hospital
80573,56613,869887,1851344907,Hospital
80574,56614,869926,1124158647,Hospital
80575,56614,869926,1427277086,Hospital
80576,56614,869926,1770587107,Hospital
80577,56614,869927,1386644029,Hospital
80578,56614,869928,1598895690,Hospital
80579,56614,869928,1801891809,Hospital
80580,56615,869969,1215956941,Hospital
80581,56615,869969,1366578064,Hospital
80582,56615,869969,1295071520,Hospital
80583,56615,869970,1306883228,Hospital
80584,56616,869990,1518952761,Hospital
80585,56616,869991,1760586077,Hospital
80586,56616,869992,1295728491,Hospital
80587,56616,869993,1679677983,Hospital
80588,56616,869993,1770693939,Hospital
80589,56617,870046,1194799726,Hospital
80590,56617,870046,1235102690,Hospital
80591,56617,870046,1548439094,Hospital
80592,56617,870046,1811961956,Hospital
80593,56618,870059,1003937178,Hospital
80594,56618,870059,1164641312,Hospital
80595,56618,870059,1346400215,Hospital
80596,56618,870059,1356307581,Hospital
80597,56618,870059,1770512626,Hospital
80598,56618,870060,1609007525,Hospital
80599,56619,870070,1013091727,Hospital
80600,56619,870070,1063577450,Hospital
80601,56619,870070,1437175734,Hospital
80602,56619,870070,1518041227,Hospital
80603,56619,870070,1609950310,Hospital
80604,56619,870070,1710044417,Hospital
80605,56619,870071,1336103738,Hospital
80606,56620,870111,1891765178,Hospital
80608,56622,870176,1891862579,Hospital
80609,56622,870177,1093897910,Hospital
80610,56622,870177,1780600577,Hospital
80611,56622,870177,1851452890,Hospital
80612,56622,870178,1225226962,Hospital
80613,56622,870179,1578529954,Hospital
80614,56622,870180,1548220908,Hospital
80615,56622,870180,1558321919,Hospital
80616,56622,870181,1891728192,Hospital
80617,56622,870181,1801975156,Hospital
80618,56622,870181,1982835708,Hospital
80619,56623,870229,1013056241,Hospital
80620,56623,870229,1326207994,Hospital
80621,56623,870229,1396950986,Hospital
80622,56623,870229,1558528620,Hospital
80623,56623,870229,1568676880,Hospital
80624,56623,870229,1760512826,Hospital
80625,56623,870229,1891911087,Hospital
80626,56623,870229,1972645265,Hospital
80627,56623,870229,1194832477,Hospital
80628,56623,870231,1053413989,Hospital
80629,56623,870231,1083778831,Hospital
80630,56623,870231,1902961816,Hospital
80631,56623,870232,1063535102,Hospital
80632,56623,870232,1063546547,Hospital
80633,56623,870232,1093926347,Hospital
80634,56623,870232,1124281712,Hospital
80635,56623,870232,1396868436,Hospital
80636,56623,870232,1689797722,Hospital
80637,56623,870232,1770606816,Hospital
80638,56623,870232,1821152620,Hospital
80639,56623,870232,1841313996,Hospital
80640,56623,870232,1922121078,Hospital
80641,56623,870232,1952347205,Hospital
80642,56623,870232,1972626018,Hospital
80643,56623,870233,1194942201,Hospital
80644,56623,870233,1396921839,Hospital
80645,56623,870233,1457498834,Hospital
80646,56623,870234,1528185261,Hospital
80647,56623,870234,1790805265,Hospital
80648,56623,870234,1932227279,Hospital
80649,56623,870235,1134131030,Hospital
80650,56623,870236,1881659274,Hospital
80651,56623,870237,1003928144,Hospital
80652,56623,870237,1497863740,Hospital
